"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_names","reference_links","reference_data_links","c14_sample_tag","c14_layer_tag","avg_coverage","sequence_source","ychr_snps"
"I4628","ZVEJ27","Latvia","Europe","Baltic","Latvia_EN","Neolithic","NEBL","",56.28,25.13,"M","Zvejnieki","","U5a2d","R1b1a1a(xR1b1a1a2)",-5302,-4852,"5302-4852 calBCE (6145±80 BP, Ua-19883)","6145±80","Ua-19883","Jones et al. 2017","https://doi.org/10.1016/j.cub.2016.12.060","https://www.ebi.ac.uk/ena/data/view/PRJEB18067","1","0",0.0,"bam","R:F459:18017528G->T,R:L1347:22818334C->T,R:M613:7133986G->C,R1:CTS2565:14366723C->T,R1:CTS5611:16394489T->G,R1:L875:16742224A->G,R1:P245:8633545T->C,R1:P286:17716251C->T,R:CTS8311:17930099C->A,R:F82:7548900G->A,R:M651:9889199G->A,R:P280:21843090C->G,R:P224:17285993C->T,R1b1a:FGC36:13822833G->T,R1b1a:L754:22889018G->A,R1b1a:L761:16773870A->G,R1:CTS3321:14829196C->T,R1:CTS997:7132713G->A,R1:P236:17782178C->G,R1:P238:7771131G->A,R1:P294:7570822G->C,R:CTS7876:17722802G->A,R:CTS7880:17723850C->T,R:F63:7177189G->A,R:F295:15594523A->G,R:F652:23631629C->A,R:FGC1168:15667208G->C,R:L1225:22733758C->G,R:M734:18066156C->T,R:P227:21409706G->C,R:CTS10663:22687547A->T,R:F765:24360964G->A,R1b1a1a:CTS3876:15239181G->C,R1b1a1a:CTS5082:16005138A->C,R1b1a1a:L502:19020340G->C,R1b1a:PF6271:23984056G->A,R1b:M343:2887824C->A,R1b1a1a:CTS9018:18617596C->T,R:CTS11075:22934109A->G,R1b1a1a:FGC57:7759944G->A,R1b1a1a:PF6463:16183412C->A,R1b1a:A702:10038192G->A,R1b1:CTS2134:14193384G->A,R1b1:M415:9170545C->A,R1b1:CTS2229:14226692T->A,R1b1a:CTS3063:14637352T->C,R1b1a:CTS8436:18026855G->A,R1b1a:FGC41:7900883C->A,R1b1a:L1345:21558298G->T,R1b1a1a:PF6459:15286480G->C,R1b1a:FGC35:18407611C->T,R1b1a:PF6249:8214827C->T,R1b1a1a:PF6475:17986687C->A"
"I4629","ZVEJ28","Latvia","Europe","Baltic","Corded Ware","Neolithic","CWC","late Neolithic/Corded Ware",56.28,25.13,"F","Zvejnieki","","U5a1b","",-3089,-2676,"3089-2676 calBCE (4280±60 BP, Ua-19811)","4280±60","Ua-19811","Jones et al. 2017","https://doi.org/10.1016/j.cub.2016.12.060","https://www.ebi.ac.uk/ena/data/view/PRJEB18067","1","0",0.0,"bam",""
"I4630","ZVEJ30","Latvia","Europe","Baltic","Hunter-Gatherer","Mesolithic","HGE","",56.28,25.13,"M","Zvejnieki","","U5a2c","R1b1a1a(xR1b1a1a2)",-7465,-7078,"7465-7078 calBCE (8240±70 BP)","8240±70","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","R:CTS3622:15078469C->G,R:L1347:22818334C->T,R1:CTS2565:14366723C->T,R1:CTS2908:14556851C->T,R1:CTS5611:16394489T->G,R1:L875:16742224A->G,R1:P286:17716251C->T,R:CTS207:2810583A->G,R:CTS8311:17930099C->A,R:F82:7548900G->A,R1b1a:CTS4244:15510064T->G,R1b1:PF6272:23992762C->A,R:L747:16615413G->T,R:P224:17285993C->T,R1:CTS3321:14829196C->T,R1:CTS997:7132713G->A,R1:P233:21166358T->G,R1:P236:17782178C->G,R1:P238:7771131G->A,R1:P294:7570822G->C,R:CTS6417:16882568T->C,R:CTS7876:17722802G->A,R:CTS7880:17723850C->T,R:F63:7177189G->A,R:F295:15594523A->G,R:F652:23631629C->A,R:FGC1168:15667208G->C,R:L1225:22733758C->G,R:M734:18066156C->T,R:P227:21409706G->C,R:CTS2913:14561760A->G,R:CTS10663:22687547A->T,R:F370:16856357T->C,R1b1a1a:CTS3876:15239181G->C,R1b1a1a:CTS7904:17732408T->C,R1b1a:L1068:21528257T->C,R1b1a:PF6271:23984056G->A,R1b1:L278:18914441C->T,R1b:M343:2887824C->A,R1:P225:15590342G->T,R1b1a1a:CTS5577:16376495A->C,R1b1a1a:CTS9018:18617596C->T,R1b1a1a:CTS11985:23403749G->A,R1b1a1a:FGC57:7759944G->A,R1b1a1a:PF6463:16183412C->A,R1b1a:A702:10038192G->A,R1b1a:CTS7585:17545608G->T,R1b1:CTS2134:14193384G->A,R1b1:L822:7960019G->A,R1b1:M415:9170545C->A,R1b1:CTS2229:14226692T->A,R1b1a1a:PF6524:23452965T->C,R1b1a:CTS8436:18026855G->A,R1b1a:FGC41:7900883C->A,R1b1a:L1345:21558298G->T,R1b1a1a:PF6459:15286480G->C,R1b1a:FGC35:18407611C->T,R1:CTS4075:15377120A->G,R1:CTS7085:17275703G->A,R1b1a1:L388:17400785G->A,R1b1:PF6250:8439542G->A,R1b1a1a:PF6475:17986687C->A"
"I4632","ZVEJ32","Latvia","Europe","Baltic","Hunter-Gatherer","Mesolithic","HGE","",56.28,25.13,"F","Zvejnieki","","U5a1c","",-6467,-6249,"6467-6249 calBCE (7525±60 BP, LuS-8220)","7525±60","LuS-8220","Jones et al. 2017","https://doi.org/10.1016/j.cub.2016.12.060","https://www.ebi.ac.uk/ena/data/view/PRJEB18067","1","0",0.0,"bam",""
"I4655","SCCL_50","Romania","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.63,22.61,"M","Schela Cladovei","","K1","R",-7060,-6570,"7060-6570 calBCE (7904±93 BP, OxA-8581)","7904±93","OxA-8581","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","R:M764:21263029G->A"
"I4657","VLSC_1G/3","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"F","Vlasac","","K1c","",-9755,-9275,"9755-9275 calBCE (9942±66 BP, PSUAMS-2294, corrected for Freshwater Reservoir Effect)","9942±66","PSUAMS-2294,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I4660","VLSC_51B","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"F","Vlasac","","U8b1b","",-7940,-7585,"7940-7585 calBCE (8676±58 BP, PSUAMS-2296, corrected for Freshwater Reservoir Effect)","8676±58","PSUAMS-2296,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I4665","LEPI_54E","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.55,22.03,"F","Lepenski Vir","","J2b1","",-6205,-5907,"6205-5907 calBCE (7155±54 BP, OxA-25210, corrected for Freshwater Reservoir Effect)","7155±54","OxA-25210,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I4666","LEPI_61","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.55,22.03,"M","Lepenski Vir","","H40","R1b1a",-6222,-5912,"6222-5912 calBCE (7179±73 BP, OxA-25211, corrected for Freshwater Reservoir Effect)","7179±73","OxA-25211,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","R1b1a:CTS4244:15510064T->G,R:F652:23631629C->A,R:M799:23134896C->T,R1b1:L822:7960019G->A"
"I4870","VLSC_45","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"M","Vlasac","","K1c","I2",-7045,-6535,"7045-6535 calBCE (7870±78 BP, PSUAMS-2295, corrected for Freshwater Reservoir Effect)","7870±78","PSUAMS-2295,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","I:CTS4209:15479899T->A,I:CTS7831:17692855T->A,I:CTS10058:19233673A->G,I:FGC2412:21689728A->G,I:L503:21359407C->G,I:FI4:8873160G->T,I:M258:15023364T->C,I2:PF3664:8567995G->A,I:CTS11979:23401471C->T,I:M1460:21862684A->C,I:Z16985:13804066G->C,I:FGC2417:10051801G->A"
"I4871","VLSC_80A","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"F","Vlasac","","U5b2a1a","",-7100,-5900,"7100-5900 BCE","","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","0","0",0.0,"bam",""
"I4872","VLSC_9","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"F","Vlasac","","U5a1c","",-7100,-5900,"7100-5900 BCE","","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","0","0",0.0,"bam",""
"I4873","VLSC_H53","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"F","Vlasac","","U5a2a","",-6006,-5838,"6006-5838 calBCE (7035±40 BP, OxA-16544)","7035±40","OxA-16544","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I4874","VLSC_H232","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"F","Vlasac","","U5b2a1a","",-6636,-6476,"6636-6476 calBCE (7725±40 BP,  OxA-20702)","7725±40","OxA-20702","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I4875","VLSC_H267","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"F","Vlasac","","U5b1d1a","",-6615,-6400,"6615-6400 calBCE (7643±63 BP, PSUAMS-2380, corrected for Freshwater Reservoir Effect)","7643±63","PSUAMS-2380,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I4876","VLSC_H317","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"F","Vlasac","","U5a2d","",-6635,-6375,"6635-6375 calBCE (7625±71 BP, PSUAMS-2381, corrected for Freshwater Reservoir Effect)","7625±71","PSUAMS-2381,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I4877","VLSC_H327","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"F","Vlasac","","U5b1d1","",-6645,-6465,"6645-6465 calBCE (7728±51 BP, PSUAMS-2382, corrected for Freshwater Reservoir Effect)","7728±51","PSUAMS-2382,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I4878","VLSC_U21","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"M","Vlasac","","U4a","I2a2a",-5995,-5710,"5995-5710 calBCE (6955±76 BP, PSUAMS-2383, corrected for Freshwater Reservoir Effect)","6955±76","PSUAMS-2383,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","I:CTS674:6943522C->T,I:CTS1800:14073053G->A,I:CTS2193:14214481G->T,I:CTS2514:14337364T->C,I:CTS4088:15389836T->C,I:CTS4209:15479899T->A,I:CTS4273:15536870C->T,I:CTS5764:16471254A->G,I:CTS6265:16780748C->G,I:CTS7469:17497181C->A,I:CTS7831:17692855T->A,I:CTS8420:18018313C->A,I:CTS8963:18582617C->T,I:CTS10058:19233673A->G,I:CTS10941:22845794A->G,I:FGC2412:21689728A->G,I:FGC2413:8262092C->T,I:FGC2415:13835003T->C,I:FI2:8382265C->G,I:L503:21359407C->G,I:L578:8267857G->A,I:L758:8536868C->G,I:PF3627.2:6662712C->T,I:PF3640:7681156T->A,I:PF3641:7688470T->C,I:PF3660:8466652G->A,I:PF3661:8484606C->A,I:PF3665:8643763A->G,I:PF3794:21067903C->T,I:YSC0000272:22115103G->A,I:CTS6231:16751000C->T,I:FI4:8873160G->T,I2:PF3664:8567995G->A,I:CTS88:2723755G->A,I:CTS8742:18172947A->G,I:CTS8876:18257568G->A,I:CTS9860:19104986G->A,I:FGC2416:7642823G->T,I:L847:23154034C->T,I:PF3797:21130059A->G,I:PF3814:21839183A->G,I:PF3817:21939618G->A,I:PF3829:22458740A->G,I:Z16985:13804066G->C,I:Z16987:22243817A->G,I2:L68:18700150C->T,I:CTS646:6926038T->A,I:CTS4848:15862842C->T,I:CTS7540:17525137A->G,I:CTS7593:17548890G->A,I:FI3:8485677C->A,I:CTS5650:16415916A->G,I:CTS7329:17424807C->T,I:L755:8465165C->T,I2a2:P217:7628484C->T,I2a2:L35:22725379C->A,I2a2:L368:6931594C->T,I:PF3803:21452125A->G,I2a2a:P221:8353707C->A,I2a2:L37:17516123T->C,I2a2:L181:19077754G->T,I:PF3642:7712917A->T,I:FGC2417:10051801G->A,I:PF3819:22100087T->C,I2a2a:L622:13718315C->Ahet,I:PF3685:13544835A->T"
"I4880","VLSC_U62","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"M","Vlasac","","U4b1b1","I2a2a1b2",-6000,-5725,"6000-5725 calBCE (6979±75 BP, PSUAMS-2384, corrected for Freshwater Reservoir Effect)","6979±75","PSUAMS-2384,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","I:CTS2387:14286853T->C,I:CTS2514:14337364T->C,I:CTS3384:14884659A->C,I:CTS4088:15389836T->C,I:CTS4209:15479899T->A,I:CTS4273:15536870C->T,I:CTS5764:16471254A->G,I:CTS6265:16780748C->G,I:CTS7469:17497181C->A,I:CTS7502:17511797A->G,I:CTS7831:17692855T->A,I:CTS8420:18018313C->A,I:CTS8963:18582617C->T,I:CTS10058:19233673A->G,I:CTS10941:22845794A->G,I:CTS11540:23156725C->T,I:FGC2412:21689728A->G,I:FGC2413:8262092C->T,I:FGC2415:13835003T->C,I:FI2:8382265C->G,I:L503:21359407C->G,I:L578:8267857G->A,I:L758:8536868C->G,I:L846:7856500C->T,I:L1197:14974451C->T,I:PF3627.2:6662712C->T,I:PF3640:7681156T->A,I:PF3641:7688470T->C,I:PF3660:8466652G->A,I:PF3661:8484606C->A,I:PF3665:8643763A->G,I:PF3794:21067903C->T,I:PF3796:21119888G->T,I:Z16987:22243817A->Ghet,I:CTS6231:16751000C->T,I2:PF3664:8567995G->A,I:CTS88:2723755G->A,I:CTS3517:14986989T->G,I:CTS5946:16567253A->G,I:CTS8876:18257568G->A,I:CTS9860:19104986G->A,I:L772:15615533C->A,I:P38:14484379A->C,I:P212:3545070T->A,I:PF3800:21402723A->G,I:PF3814:21839183A->G,I:PF3817:21939618G->A,I:PF3836:22525421T->G,I:Z16985:13804066G->C,I2:L68:18700150C->T,I:CTS646:6926038T->A,I:CTS4982:15937959C->T,I:CTS7540:17525137A->G,I:FI3:8485677C->A,I:PF3742:16354708G->A,I:CTS5650:16415916A->G,I:PF3837:22573702G->A,I:CTS3383:14884646C->T,I:L755:8465165C->T,I2a2a1:CTS9183:18732197A->G,I2a2a:L59:7113556C->T,I2a2:P217:7628484C->T,I:CTS9269:18789763C->T,I:PF3666:8728974T->G,I2a2:L35:22725379C->A,I2a2:L368:6931594C->T,I2a2a:P223:16699334C->G,I2a2a:P220:24475669G->T,I2a2a:P221:8353707C->A,I2a2:L37:17516123T->C,I2a2:L181:19077754G->T,I2a2:P218:17493630T->G,I:PF3645:7853028C->A,I:CTS9618:18992894T->C,I2a2a1b:CTS10057:19232160C->T,I2a2:P216:13992338C->G,I:CTS9264:18786174G->A,I2a2a1b2:Z161:2696497C->G,I2a2a:M223:21717307G->A,I2a2a1:CTS616:6906332G->C"
"I4881","VLSC_U64","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.53,22.05,"M","Vlasac","","U4b1b1","I2a2a1b2",-6570,-6255,"6570-6255 calBCE (7570±63 BP, PSUAMS-2385, corrected for Freshwater Reservoir Effect)","7570±63","PSUAMS-2385,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","I:CTS674:6943522C->T,I:CTS1800:14073053G->A,I:CTS2193:14214481G->T,I:CTS3384:14884659A->C,I:CTS4209:15479899T->A,I:CTS4273:15536870C->T,I:CTS5764:16471254A->G,I:CTS6265:16780748C->G,I:CTS7469:17497181C->A,I:CTS7502:17511797A->G,I:CTS7831:17692855T->A,I:CTS8420:18018313C->A,I:CTS8963:18582617C->T,I:CTS10058:19233673A->G,I:CTS10941:22845794A->G,I:CTS11540:23156725C->T,I:FGC2413:8262092C->T,I:FGC2415:13835003T->C,I:FI2:8382265C->G,I:L503:21359407C->G,I:L578:8267857G->A,I:L758:8536868C->G,I:L1197:14974451C->T,I:PF3627.2:6662712C->T,I:PF3640:7681156T->A,I:PF3641:7688470T->C,I:PF3660:8466652G->A,I:PF3661:8484606C->A,I:PF3794:21067903C->T,I:PF3796:21119888G->T,I:PF3833:22485425A->T,I:Z16987:22243817A->Ghet,I:CTS6231:16751000C->T,I:FI4:8873160G->T,I2:PF3664:8567995G->A,I:CTS5946:16567253A->G,I:CTS6497:16939794A->T,I:CTS8876:18257568G->A,I:CTS9860:19104986G->A,I:FGC2416:7642823G->T,I:FGC7049:22459264G->A,I:L41:19048602G->A,I:L772:15615533C->A,I:L847:23154034C->T,I:M1460:21862684A->C,I:PF3814:21839183A->G,I:PF3829:22458740A->G,I:PF3836:22525421T->G,I:Z16985:13804066G->C,I2:L68:18700150C->T,I:CTS646:6926038T->A,I:CTS4848:15862842C->T,I:CTS7540:17525137A->G,I:CTS7593:17548890G->A,I:FI3:8485677C->A,I:CTS5650:16415916A->G,I:PF3828:22458430C->T,I:PF3837:22573702G->A,I:CTS3383:14884646C->T,I:CTS7329:17424807C->T,I2a2a:P222:18888200C->G,I2a2:P217:7628484C->T,I:CTS9269:18789763C->T,I2a2:L35:22725379C->A,I2a2:L368:6931594C->T,I:PF3803:21452125A->G,I2a2a1b:CTS10100:19255890G->A,I2a2a:P219:15517851T->G,I2a2a:P220:24475669G->T,I2a2a:P221:8353707C->A,I2a2:L181:19077754G->T,I2a2:P218:17493630T->G,I2a2a1b:CTS10057:19232160C->T,I2a2a1b2:Z161:2696497C->G,I2a2:L37:17516123T->Chet,I:M170:14847792A->C,I:PF3625:6477593A->G,I:PF3795:21077471C->T"
"I4882","VLSC_U69","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","brother_of_I4880",44.53,22.05,"M","Vlasac","","U4b1b1","I2a2a1b",-6200,-5900,"6200-5900 BCE","","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","0","0",0.0,"bam","I2:M438:16638804A->G,I:CTS1800:14073053G->A,I:CTS2193:14214481G->T,I:CTS2514:14337364T->C,I:CTS4209:15479899T->A,I:CTS4273:15536870C->T,I:CTS6265:16780748C->G,I:CTS6751:17090238C->G,I:CTS7831:17692855T->A,I:CTS8963:18582617C->T,I:CTS11540:23156725C->T,I:FGC2412:21689728A->G,I:FGC2413:8262092C->T,I:FGC2415:13835003T->C,I:FI2:8382265C->G,I:L503:21359407C->G,I:L578:8267857G->A,I:L758:8536868C->G,I:L1197:14974451C->T,I:PF3627.2:6662712C->T,I:PF3640:7681156T->A,I:PF3641:7688470T->C,I:PF3660:8466652G->A,I:PF3794:21067903C->T,I:PF3796:21119888G->T,I:Z16987:22243817A->Ghet,I:CTS6231:16751000C->T,I:FI4:8873160G->T,I2:PF3664:8567995G->A,I:CTS5946:16567253A->G,I:CTS8876:18257568G->A,I:CTS9860:19104986G->A,I:CTS11979:23401471C->T,I:FGC7049:22459264G->A,I:L41:19048602G->A,I:L772:15615533C->A,I:M1460:21862684A->C,I:PF3797:21130059A->G,I:PF3814:21839183A->G,I:Z16985:13804066G->C,I2a:L460:7879415A->C,I:CTS646:6926038T->A,I:CTS4848:15862842C->T,I:CTS7540:17525137A->G,I:CTS8333:17940414G->A,I:FI3:8485677C->A,I:L844.1:2884029T->C,I:CTS5650:16415916A->G,I:CTS8345:17949402C->G,I:PF3828:22458430C->T,I:PF3837:22573702G->A,I:L755:8465165C->T,I2a2a:P222:18888200C->G,I2a2:P217:7628484C->T,I:CTS9269:18789763C->T,I:PF3666:8728974T->G,I2a2:L35:22725379C->A,I2a2:L368:6931594C->T,I:L751:18394743A->G,I2a2a1b:CTS10100:19255890G->A,I2a2a:P221:8353707C->A,I2a2:L37:17516123T->C,I2a2:L181:19077754G->T,I2a2:P218:17493630T->G,I:CTS9264:18786174G->A,I2a2a1:CTS616:6906332G->C,I:CTS8300:17924382T->A,I:PF3829:22458740A->Ghet"
"I4884","feature 515","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","EBACz","",50.1217475,14.4569508,"M","Prague 8, Kobylisy, Ke Stírce Street","","H4a1a1a","I2c1",-1882,-1745,"1882-1745 calBCE (3480±20 BP, PSUAMS-2842)","3480±20","PSUAMS-2842","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",101.124,"bam",""
"I4885","grave 3,feature 528","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","2-3d_rel_I4886",50.1217475,14.4569508,"M","Prague 8, Kobylisy, Ke Stírce Street","","U5a1i","R1b1a1a2a1a2b1",-2289,-2143,"2289-2143 calBCE (3790±20 BP, PSUAMS-2843)","3790±20","PSUAMS-2843","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",93.2138,"bam",""
"I4886","feature 541","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.1217475,14.4569508,"M","Prague 8, Kobylisy, Ke Stírce Street","","H6a","R1b1a1a2a1a2b1",-2205,-2042,"2205-2042 calBCE (3740±20 BP, PSUAMS-2844)","3740±20","PSUAMS-2844","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",219.40599999999998,"bam",""
"I4887","feature 542","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","1d_rel_I4888",50.1217475,14.4569508,"M","Prague 8, Kobylisy, Ke Stírce Street","","K1a2c","R1b1a1a2a1a2b1",-2201,-2039,"2201-2039 calBCE (3730±20 BP, PSUAMS-2845)","3730±20","PSUAMS-2845","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",232.52900000000002,"bam",""
"I4888","feature 543","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.1217475,14.4569508,"M","Prague 8, Kobylisy, Ke Stírce Street","","K1a2c","R1b1a1a2a1a2b1",-2190,-2029,"2190-2029 calBCE (3700±20 BP, PSUAMS-2846)","3700±20","PSUAMS-2846","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",137.028,"bam",""
"I4889","feature 544,Grave 9","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.1217475,14.4569508,"M","Prague 8, Kobylisy, Ke Stírce Street","","U4a2","R1b1a1a2a1a2b1",-2281,-2062,"2281-2062 calBCE (3765±20 BP, PSUAMS-2847)","3765±20","PSUAMS-2847","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",127.616,"bam",""
"I4890","feature 545","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.1217475,14.4569508,"M","Prague 8, Kobylisy, Ke Stírce Street","","H","R1b1a1a2a1a",-2500,-2000,"2500-2000 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",13.4987,"bam",""
"I4891","feature 546","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.1217475,14.4569508,"M","Prague 8, Kobylisy, Ke Stírce Street","","J2a1a2","R1b1a1a2a1a2b1",-2281,-2062,"2281-2062 calBCE (3765±20 BP, PSUAMS-2848)","3765±20","PSUAMS-2848","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",193.26,"bam",""
"I4892","feature 551","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","EBACz","",50.1217475,14.4569508,"F","Prague 8, Kobylisy, Ke Stírce Street","","T1a1","",-1881,-1701,"1881-1701 calBCE (3475±20 BP, PSUAMS-2849)","3475±20","PSUAMS-2849","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",152.981,"bam",""
"I4893","feature 552,Grave 17","Czech Republic","Europe","central Europe","Czech_MN","Neolithic","NECz","",50.1217475,14.4569508,"M","Prague 8, Kobylisy, Ke Stírce Street","","U5b1b1","G2a2a1",-4449,-4348,"4449-4348 calBCE (5550±20 BP, PSUAMS-2850)","5550±20","PSUAMS-2850","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",205.235,"bam",""
"I4894","feature 552,Grave 18","Czech Republic","Europe","central Europe","Czech_MN","Neolithic","NECz","",50.1217475,14.4569508,"F","Prague 8, Kobylisy, Ke Stírce Street","","U8b1b1","",-4488,-4368,"4488-4368 calBCE (5610±20 BP, PSUAMS-2851)","5610±20","PSUAMS-2851","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",202.72799999999998,"bam",""
"I4895","grave 3","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.0504153,14.3667267,"M","Prague 5, Jinonice, Butovická Street","","H1+16189","R1b1a1a2a1a2b1",-2273,-2047,"2273-2047 calBCE (3750±20 BP, PSUAMS-2852)","3750±20","PSUAMS-2852","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",153.93200000000002,"bam",""
"I4896","Grave 5","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.0504153,14.3667267,"F","Prague 5, Jinonice, Butovická Street","","U5a2+16294","",-2288,-2142,"2288-2142 calBCE (3785±20 BP, PSUAMS-2853)","3785±20","PSUAMS-2853","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",114.05,"bam",""
